Date,Name,Year,Letterboxd URI
2024-11-20,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/azpY
2024-11-20,Woodshock,2017,https://boxd.it/dTzg
2024-11-20,Beach Rats,2017,https://boxd.it/f5m6
2024-11-20,Song to Song,2017,https://boxd.it/aR5C
2024-11-20,Sleep Has Her House,2017,https://boxd.it/fljC
2024-11-20,Nightwalk,2013,https://boxd.it/7Sjk
2024-11-20,Retirement,2013,https://boxd.it/8wbq
2024-11-20,Hours,2015,https://boxd.it/aaTE
2024-11-20,The Ethereal Melancholy of Seeing Horses in the Cold,2012,https://boxd.it/bkh8
2024-11-20,Irresolute,2013,https://boxd.it/buVM
2024-11-20,Shadows,2015,https://boxd.it/bx3y
2024-11-20,Ille Lacrimas,2014,https://boxd.it/bz6E
2024-11-20,The Sadness of the Trees,2015,https://boxd.it/bz7i
2024-11-20,Hunter,2015,https://boxd.it/bT52
2024-11-20,Polytechnique,2014,https://boxd.it/bU2o
2024-11-20,Evenfall,2015,https://boxd.it/bUeY
2024-11-20,Closer,2016,https://boxd.it/dh7I
2024-11-20,Hinterlands,2016,https://boxd.it/fhLM
2024-11-20,The Green Ray,2017,https://boxd.it/fnPK
2024-11-20,Passing,2017,https://boxd.it/fNTI
2024-11-20,Womb,2017,https://boxd.it/gawW
2024-11-20,Blue Permanence / Swan Blood,2015,https://boxd.it/hSeu
2024-11-20,The Sea Behind Her Head,,https://boxd.it/Bat6
2024-11-20,Half Moon,2020,https://boxd.it/MU2M
2024-11-20,Nostalgia,1983,https://boxd.it/28Qi
2024-11-20,Marketa Lazarová,1967,https://boxd.it/1uSS
2024-11-20,The Seventh Seal,1957,https://boxd.it/2ahO
2024-11-22,Russian Ark,2002,https://boxd.it/1JQM
2024-11-22,Calm with Horses,2019,https://boxd.it/l5uQ
2024-11-23,Parthenope,2024,https://boxd.it/FWo2
2024-11-23,Bicycle Thieves,1948,https://boxd.it/23hW
2024-11-23,Days of Heaven,1978,https://boxd.it/1JRg
2025-01-06,"The Devil, Probably",1977,https://boxd.it/1hJe
2025-01-06,Cabeza de Vaca,1991,https://boxd.it/Yxe
2025-01-06,The Battle of Algiers,1966,https://boxd.it/1IRY
2025-01-06,Barry Lyndon,1975,https://boxd.it/25A2
2025-01-06,Himiko,1974,https://boxd.it/34d4
2025-01-06,A Florida Melancholy,2019,https://boxd.it/kcKE
2025-01-23,The Brutalist,2024,https://boxd.it/k4BO
2025-02-01,Vermiglio,2024,https://boxd.it/HxDK
