Date,Name,Year,Letterboxd URI,Rating
2023-12-22,Harry Potter and the Deathly Hallows: Part 1,2010,https://boxd.it/1RYu,3.5
2023-12-22,Coherence,2013,https://boxd.it/6xza,4
2023-12-22,Starry Eyes,2014,https://boxd.it/7t3Q,4
2023-12-22,All These Sleepless Nights,2016,https://boxd.it/d55U,4.5
2023-12-22,Green Room,2015,https://boxd.it/a75m,3.5
2023-12-22,Cinema Paradiso,1988,https://boxd.it/1UlA,4.5
2023-12-22,City of God,2002,https://boxd.it/2a2a,4.5
2023-12-22,Elysium,2013,https://boxd.it/2cBm,3
2023-12-22,Anatomy of a Fall,2023,https://boxd.it/yuDE,4.5
2023-12-22,The Invisible Man,2020,https://boxd.it/kWlA,3.5
2023-12-22,Arctic,2018,https://boxd.it/gc1Q,3
2023-12-22,Revenge,2017,https://boxd.it/gL9g,3
2023-12-23,We Need to Talk About Kevin,2011,https://boxd.it/2pTS,4
2023-12-23,Casino Royale,2006,https://boxd.it/1alk,4.5
2023-12-23,Herbie Fully Loaded,2005,https://boxd.it/1TP0,3
2023-12-23,Van Helsing,2004,https://boxd.it/21aa,3
2023-12-23,The Punisher,2004,https://boxd.it/217g,3
2023-12-23,The Virgin Suicides,1999,https://boxd.it/28JG,3
2023-12-23,Dunkirk,2017,https://boxd.it/d0Y6,4
2023-12-23,1917,2019,https://boxd.it/jj4y,4.5
2023-12-23,Hounds of Love,2016,https://boxd.it/enoi,4.5
2023-12-23,Mosul,2019,https://boxd.it/mRBW,4
2023-12-23,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G,4.5
2023-12-23,Hellbender,2021,https://boxd.it/w1Im,4
2023-12-23,Midsommar,2019,https://boxd.it/jhxe,4.5
2023-12-23,Snowtown,2011,https://boxd.it/2f1Q,4
2023-12-23,The Handmaiden,2016,https://boxd.it/948A,4.5
2023-12-23,Her,2013,https://boxd.it/4O24,4
2023-12-23,Juno,2007,https://boxd.it/210a,3.5
2023-12-23,Batman & Robin,1997,https://boxd.it/2ar0,2
2023-12-23,Star Wars: The Rise of Skywalker,2019,https://boxd.it/5xlK,3
2023-12-23,Hannibal Rising,2007,https://boxd.it/2916,1.5
2023-12-23,Ghost Rider,2007,https://boxd.it/290M,1
2023-12-23,Death on the Nile,2022,https://boxd.it/ifpg,2
2023-12-23,Spring Breakers,2012,https://boxd.it/421s,3
2023-12-24,The Wailing,2016,https://boxd.it/9fLy,4
2023-12-24,Children of Men,2006,https://boxd.it/1Y2i,4
2023-12-24,Chernobyl,2019,https://boxd.it/mkbG,4.5
2023-12-25,Decision to Leave,2022,https://boxd.it/qp9e,4.5
2023-12-25,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq,5
2023-12-25,Sanctuary,2022,https://boxd.it/wPKW,2
2023-12-25,Baywatch,2017,https://boxd.it/biG6,0.5
2023-12-26,Leviathan,2014,https://boxd.it/7Ub8,4.5
2023-12-26,Incendies,2010,https://boxd.it/Msm,4.5
2023-12-27,I Know This Much Is True,2020,https://boxd.it/pVeo,5
2023-12-27,The Young Pope,2016,https://boxd.it/g3y2,4.5
2023-12-27,Oldboy,2003,https://boxd.it/29R2,4
2023-12-27,Sick of Myself,2022,https://boxd.it/tEzs,4.5
2023-12-28,Twin Peaks: The Return,2017,https://boxd.it/hN9O,5
2023-12-28,A Separation,2011,https://boxd.it/gvo,4.5
2023-12-29,Pan's Labyrinth,2006,https://boxd.it/28No,4.5
2023-12-29,The Void,2016,https://boxd.it/d93S,3
2023-12-29,Irma Vep,2022,https://boxd.it/BbgC,5
2023-12-29,Les Misérables,2012,https://boxd.it/2TT4,4.5
2023-12-29,Les Misérables,2018,https://boxd.it/hTKm,4
2023-12-29,Mare of Easttown,2021,https://boxd.it/u2h8,4.5
2023-12-29,The Night Of,2016,https://boxd.it/eC1I,4.5
2023-12-29,Nine Perfect Strangers,2021,https://boxd.it/vEFY,3
2023-12-29,The Playlist,2022,https://boxd.it/DaoE,3
2023-12-29,The Queen's Gambit,2020,https://boxd.it/s1Ym,3.5
2023-12-29,Quicksand,2019,https://boxd.it/zLDe,3
2023-12-29,Scenes from a Marriage,2021,https://boxd.it/wzSU,4.5
2023-12-29,Sharp Objects,2018,https://boxd.it/j3NM,5
2023-12-29,Swarm,2023,https://boxd.it/FIFe,4.5
2023-12-29,Wild Wild Country,2018,https://boxd.it/j1P2,3
2023-12-29,Years and Years,2019,https://boxd.it/meLI,4
2023-12-29,Your Honor,2020,https://boxd.it/sBBe,2
2023-12-29,ZeroZeroZero,2020,https://boxd.it/pLDe,4.5
2023-12-29,The Haunting of Hill House,2018,https://boxd.it/kfJ0,4
2023-12-29,The Tourist,2022,https://boxd.it/yNci,3.5
2023-12-29,The Fall of the House of Usher,2023,https://boxd.it/IWYg,3
2023-12-29,Drops of God,2023,https://boxd.it/GY3M,4.5
2023-12-29,The Dropout,2022,https://boxd.it/zilg,3
2023-12-29,The Devil's Hour,2022,https://boxd.it/DxFS,3
2023-12-29,Daisy Jones & the Six,2023,https://boxd.it/FmyA,3.5
2023-12-29,Caliphate,2020,https://boxd.it/q7vG,4.5
2023-12-29,Bodyguard,2018,https://boxd.it/vC2U,3.5
2023-12-29,Black Bird,2022,https://boxd.it/BCSe,3
2023-12-29,BEEF,2023,https://boxd.it/FPsm,2.5
2023-12-30,Kick-Ass,2010,https://boxd.it/1zaQ,3.5
2023-12-30,Mommy,2014,https://boxd.it/7Uau,5
2023-12-30,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/1RYk,4
2024-01-02,127 Hours,2010,https://boxd.it/SLa,3.5
2024-02-04,Red Rooms,2023,https://boxd.it/ym4c,4
2024-02-04,The Worst Person in the World,2021,https://boxd.it/oyws,4
2024-02-05,Beau Is Afraid,2023,https://boxd.it/u2gE,4.5
2024-02-05,Dream Scenario,2023,https://boxd.it/v2h0,3.5
2024-02-06,A Woman Under the Influence,1974,https://boxd.it/1myg,4
2024-02-13,The Curse,2023,https://boxd.it/IWYq,5
2024-06-10,Civil War,2024,https://boxd.it/z1jW,3.5
2024-08-13,Under the Skin,2013,https://boxd.it/3mDa,5
2024-11-10,The Substance,2024,https://boxd.it/zanS,1
2024-11-10,Late Night with the Devil,2023,https://boxd.it/zo6G,3.5
2024-11-11,How to Have Sex,2023,https://boxd.it/EFIM,3.5
2024-11-16,Threads,1984,https://boxd.it/1I0g,3.5
2024-11-17,Longlegs,2024,https://boxd.it/KzLM,2.5
2024-11-17,The Five Devils,2022,https://boxd.it/uVsA,4
2024-11-17,Watcher,2022,https://boxd.it/uocO,3.5
2024-11-17,No Time to Die,2021,https://boxd.it/cPX2,3.5
2024-11-17,The North Water,2021,https://boxd.it/q0nq,5
2024-11-17,New Order,2020,https://boxd.it/l8cg,0.5
2024-11-17,The Burnt Orange Heresy,2019,https://boxd.it/kMMc,2.5
2024-11-17,The Choice,2016,https://boxd.it/aPyC,2.5
2024-11-17,I Saw the Devil,2010,https://boxd.it/FaK,5
2024-11-17,Disturbia,2007,https://boxd.it/20rk,3
2024-11-17,A Girl Walks Home Alone at Night,2014,https://boxd.it/7nZE,5
2024-11-20,Warm Bodies,2013,https://boxd.it/2TFm,3
2024-11-20,Euphoria: Trouble Don't Last Always,2020,https://boxd.it/ta4a,4
2024-11-20,Pearl,2022,https://boxd.it/zPbe,4
2024-11-20,The Pursuit of Happyness,2006,https://boxd.it/28PE,2
2024-11-22,Dune: Part Two,2024,https://boxd.it/pUfA,3
2024-12-13,Oddity,2024,https://boxd.it/K9pg,3.5
2024-12-25,Juror #2,2024,https://boxd.it/FRwU,3
2024-12-25,Poor Things,2023,https://boxd.it/tNWU,4.5
2024-12-25,American Fiction,2023,https://boxd.it/DYHm,4
2024-12-27,First Reformed,2017,https://boxd.it/go9C,4.5
2024-12-27,The Best Exotic Marigold Hotel,2011,https://boxd.it/2AJu,3.5
2025-01-04,Anora,2024,https://boxd.it/Egcw,3.5
2025-01-05,Through a Glass Darkly,1961,https://boxd.it/1TrW,4.5
2025-01-05,Hour of the Wolf,1968,https://boxd.it/1H9G,4.5
2025-01-05,Woman of the Hour,2023,https://boxd.it/vuz2,2
2025-01-06,Caché,2005,https://boxd.it/2amY,4.5
2025-01-07,Ivan's Childhood,1962,https://boxd.it/1j6y,4.5
2025-01-19,Saltburn,2023,https://boxd.it/z4eg,0.5
2025-01-24,Before Sunrise,1995,https://boxd.it/2bcU,4.5
2025-01-24,Before Sunset,2004,https://boxd.it/2bcg,4.5
2025-01-26,Conclave,2024,https://boxd.it/AO8q,4
2025-01-27,Alice in the Cities,1974,https://boxd.it/27cG,5
2025-02-16,Disclaimer,2024,https://boxd.it/PDv4,3.5
